DOI,Authors,Section,Date,Feature
https://doi.org/10.48550/arXiv.2503.18603,"Jong Myoung Kim, Young-Jun Lee, Ho-Jin Choi, Sangkeun Jung",CL,24/03/2025,"langalign : enhance non english language model cross lingual embed alignment large language model have gain attention , many service developer still rely embedding based model due to practical constraint . such case , quality fine tuning data directly impact performance , english datasets be often use seed data train non english model . study , propose langalign , which enhance target language processing align english embed vector target language interface language model task header . experiment korean , japanese , chinese demonstrate that langalign significantly improve performance three language . additionally , show langalign can be apply reverse to convert target language data format english based model can process ."
https://doi.org/10.48550/arXiv.2503.18596,"Yihan Wang, Peiyu Liu, Xin Yang",CL,24/03/2025,"linkalign : scalable schema link real world large scale multi database text to sql schema linking be critical bottleneck achieve human level performance text to sql task , particularly real world large scale multi database scenario . address schema link face two major challenge : ( ) database retrieval : select correct database large schema pool multi database setting , filter out irrelevant one . ( ) schema item grounding : accurately identify relevant table column large redundant schema sql generation . to address , introduce linkalign , novel framework that can effectively adapt exist baseline to real world environment systematically address schema link . framework comprise three key step : multi round semantic enhance retrieval irrelevant information isolation challenge , schema extraction enhancement challenge evaluate method performance schema link spider bird benchmark , ability to adapt exist text to sql model to real world environment spider benchmark . experiment show linkalign outperforms exist baseline multi database setting , demonstrate effectiveness robustness . other hand , method rank high model exclude use long chain of thought reasoning llm . work bridge gap current research real world scenario , provide practical solution robust scalable schema link . code be available http url ."
https://doi.org/10.48550/arXiv.2503.18594,"Guillem García Subies, Álvaro Barbero Jiménez, Paloma Martínez Fernández",CL,24/03/2025,"clintext sp rigoberta clinical : new set open resource spanish clinical nlp present novel contribution to spanish clinical natural language processing introduce large publicly available clinical corpus , clintext sp , state of the art clinical encoder language model , rigoberta clinical . corpus be meticulously curated diverse open source , include clinical case medical journal annotate corpus share task , provide rich diverse dataset that be previously difficult to access . rigoberta clinical , develop domain adaptive pretraining comprehensive dataset , significantly outperform exist model multiple clinical nlp benchmark . publicly release dataset model , aim to empower research community robust resource that can drive further advancement clinical nlp ultimately contribute to improve healthcare application ."
https://doi.org/10.48550/arXiv.2503.18562,"Nariman Naderi, Seyed Amir Ahmad Safavi-Naini, Thomas Savage, Zahra Atf, Peter Lewis, Girish Nadkarni, Ali Soroush",CL,24/03/2025,"self reported confidence large language model gastroenterology : analysis commercial , open source , quantize model study evaluate self reported response certainty several large language model ( gpt , claude , llama , phi , mistral , gemini , gemma , qwen ) use gastroenterology board style question . high performing model ( preview , , ) achieve brier score auroc new model demonstrate improved performance , exhibit consistent tendency towards overconfidence . uncertainty estimation present significant challenge to safe use llm healthcare . keywords : large language model ; confidence elicitation ; artificial intelligence ; gastroenterology ; uncertainty quantification"
https://doi.org/10.48550/arXiv.2503.18539,"Ashenafi Zebene Woldaregay, Jørgen Aarmo Lund, Phuong Dinh Ngo, Mariyam Tayefi, Joel Burman, Stine Hansen, Martin Hylleholt Sillesen, Hercules Dalianis, Robert Jenssen, Lindsetmo Rolf Ole, Karl Øyvind Mikalsen",CL,24/03/2025,"natural language processing electronic health record scandinavian language : norwegian , swedish , danish background : clinical natural language processing ( nlp ) refers to use computational method extract , processing , analyze unstructured clinical text data , hold huge potential to transform healthcare various clinical task . objective : study aim to perform systematic review to comprehensively assess analyze state of the art nlp method mainland scandinavian clinical text . method : literature search be conduct various online database include pubmed , sciencedirect , google scholar , acm digital library , ieee xplore december february far , relevant reference to included article be also use to solidify search . final pool include article that conduct clinical nlp mainland scandinavian language be publish english result : article , % ( ) focus norwegian clinical text , % ( ) swedish , % ( ) danish , % ( ) focus more one language . generally , review identify positive development region observable gap disparity language . there be substantial disparity level adoption transformer based model . essential task such de identification , there be significantly less research activity focus norwegian danish compare to swedish text . far , review identify low level share resource such data , experimentation code , pre trained model , rate adaptation transfer learning region . conclusion : review present comprehensive assessment state of the art clinical nlp electronic health record ( ehr ) text mainland scandinavian language , highlight potential barrier challenge that hinder rapid advancement field region ."
https://doi.org/10.48550/arXiv.2503.18526,"Raúl Ortega, José Manuel Gómez-Pérez",CL,24/03/2025,"sciclaims : end to end generative system biomedical claim analysis validate key claim scientific literature , particularly biomedical research , be essential ensure accuracy advance knowledge . process be critical sector pharmaceutical industry , where rapid scientific progress require automation deep domain expertise . however , current solution have significant limitation . lack end to end pipeline encompass claim extraction , evidence retrieval , verification step ; rely complex nlp information retrieval pipelines prone to multiple failure point ; often fail to provide clear , user friendly justification claim verification outcomes . to address challenge , introduce sciclaims , advanced system power state of the art large language model ( llm ) that seamlessly integrate entire scientific claim analysis process . sciclaims outperform previous approach claim extraction verification require additional fine tuning , set new benchmark automated scientific claim analysis ."
https://doi.org/10.48550/arXiv.2503.18502,"Andrés García-Silva, José Manuel Gómez-Pérez",CL,24/03/2025,"autoregressive language model knowledge base population : case study space mission domain knowledge base population kbp play crucial role populate maintain knowledge base up to date organization leverage domain corpus . motivate increasingly large context window support large language model , propose to fine tune autoregressive language model end toend kpb . case study involve population space mission knowledge graph . to fine tune model generate dataset end to end kbp tap exist domain resource . case study show fine tuned language model limited size can achieve competitive even high accuracy large model kbp task . small model specialize kbp offer affordable deployment low cost inference . moreover , kbp specialist model do not require ontology to be include prompt , allow more space context additional input text output serialization ."
https://doi.org/10.48550/arXiv.2503.18491,"Shuo Yang, Siwen Luo, Soyeon Caren Han, Eduard Hovy",CL,24/03/2025,"magic vqa : multimodal ground inference commonsense knowledge visual question answer visual question answering ( vqa ) require reason visual textual modality , yet large vision language model ( lvlms ) often lack integrated commonsense knowledge , limit robustness real world scenario . to address , introduce magic vqa , novel framework that enhance vqa systematically integrate commonsense knowledge lvlms . magic vqa employ three stage process : ( ) explicit knowledge integration external source , ( ) by type post processing contextual refinement , ( ) implicit knowledge augmentation use graph neural network ( gnn ) structure reasoning . gnns bring great depth to structure inference , enable superior relational inference lvlms . magic vqa bridge key gap unify commonsensse knowledge lvlm driven reasoning , eliminate need extensive pre training complex prompt tuning . framework achieve state of the art performance benchmark datasets , significantly improve commonsense reason vqa ."
https://doi.org/10.48550/arXiv.2503.18485,"Dawit Ketema Gete, Bedru Yimam Ahamed, Tadesse Destaw Belay, Yohannes Ayana Ejigu, Sukairaj Hafiz Imam, Alemu Belay Tessema, Mohammed Oumer Adem, Tadesse Amare Belay, Robert Geislinger, Umma Aliyu Musa, Martin Semmann, Shamsuddeen Hassan Muhammad, Henning Schreiber, Seid Muhie Yimam",CL,24/03/2025,"whisper amharic : fine tuning whisper low resource language work explore fine tuning openai whisper automatic speech recognition ( asr ) model amharic , low resource language , to improve transcription accuracy . foundational whisper model struggle amharic due to limited representation training data , fine tune use datasets mozilla common voice , fleurs , bdu speech dataset . best performing model , whispersmall am , significantly improve when finetuned mix exist fleurs data new , unseen amharic datasets . train solely new data lead to poor performance , combine fleurs data reinforces model , enable good specialization amharic . also demonstrate normalize amharic homophone significantly enhance word error rate ( wer ) bilingual evaluation understudy ( bleu ) score . study underscore importance fine tuning strategy dataset composition improve asr low resource language , provide insight future amharic speech recognition research ."
https://doi.org/10.48550/arXiv.2503.18471,"Calvin Bao, Yow-Ting Shiue, Marine Carpuat, Joel Chan",CL,24/03/2025,"word bridge : explore computational support cross disciplinary translation work scholar often explore literature home community study . exploration process be frequently hamper field specific jargon . past computational work often focus support translation work remove jargon simplification summarization ; here , explore different approach that preserve jargon useful bridge to new conceptual space . specifically , cast different scholarly domains different language using community , explore how to adapt technique unsupervised cross lingual alignment word embeddings to explore conceptual alignment domain specific word embed http url develop prototype cross domain search engine that use align domain specific embeddings to support conceptual exploration , test prototype two case study . discuss qualitative insight promise pitfall approach to translation work , suggest design insight future interface that provide computational support cross domain information seek ."
https://doi.org/10.48550/arXiv.2503.18432,"Junsong Li, Jie Zhou, Yutao Yang, Bihao Zhan, Qianjun Pan, Yuyang Ding, Qin Chen, Jiang Bo, Xin Lin, Liang He",CL,24/03/2025,"teach llm step level automatic math correction reinforcement learning automatic math correction aim to check student ' solution to mathematical problem artificial intelligence technology . most existing study focus judge final answer problem level , ignore detailed feedback step math problem solving process , which require ability semantic understanding reasoning . paper , propose reinforcement learning ( rl )  base method to boost large language model ( llm ) step level automatic math correction , name stepamc . particularly , convert step level automatic math correction text classification task rl problem to enhance reason capability llm . then , design space constrained policy network to improve stability rl . then , introduce fine grained reward network to convert binary human feedback continuous value . conduct extensive experiment two benchmark datasets result show model outperform eleven strong baseline ."
https://doi.org/10.48550/arXiv.2503.18360,"Yiran Hu, Huanghai Liu, Qingjing Chen, Ning Zheng, Chong Wang, Yun Liu, Charles L.A. Clarke, Weixing Shen",CL,24/03/2025,"j & h : evaluate robustness large language model knowledge injection attack legal domain scale capability large language model ( llm ) increase , application knowledge intensive field such legal domain have garner widespread attention . however , remain doubtful llm make judgment base domain knowledge reason . llms base judgment solely specific word pattern , rather underlie logic language , llm as judges paradigm pose substantial risk real world application . to address question , propose method legal knowledge injection attack robustness testing , thereby infer llm have learn legal knowledge reason logic . paper , propose j & h : evaluation framework detect robustness llm knowledge injection attack legal domain . aim framework be to explore llms perform deductive reason when accomplish legal task . to far aim , have attack part reason logic underlie task ( major premise , minor premise , conclusion generation ) . have collect mistake legal expert might make judicial decision real world , such typo , legal synonym , inaccurate external legal statute retrieval . however , real legal practice , legal expert tend to overlook mistake make judgment base logic . however , when face error , llm be likely to be mislead typographical error may not utilize logic judgment . conduct knowledge injection attack exist general domain specific llm . current llm be not robust attack employ experiment . addition propose compare several method to enhance knowledge robustness llm ."
https://doi.org/10.48550/arXiv.2503.18296,"Mengya Xu, Zhongzhen Huang, Jie Zhang, Xiaofan Zhang, Qi Dou",CL,24/03/2025,"surgical action plan large language model robot assisted minimally invasive surgery , introduce surgical action planning ( sap ) task , which generate future action plan visual input to address absence intraoperative predictive planning current intelligent application . sap show great potential enhance intraoperative guidance automating procedure . however , face challenge such understand instrument action relationship track surgical progress . large language model ( llm ) show promise understand surgical video content remain underexplored predictive decision making sap , focus mainly retrospective analysis . challenge data privacy , computational demand , modality specific constraint further highlight significant research gap . to tackle challenge , introduce llm sap , large language models based surgical action planning framework that predict future action generates text response interpret natural language prompt surgical goal . text responses potentially support surgical education , intraoperative decision making , procedure documentation , skill analysis . llm sap integrates two novel module : near history focus memory module ( nhf mm ) model historical state prompt factory action planning . evaluate llm sap construct dataset use model , demonstrate effectiveness next action prediction . pre trained llm be test zero shot , supervise fine tuning ( sft ) lora be implement to address data privacy concern . experiment show surpasses % high accuracy ."
https://doi.org/10.48550/arXiv.2503.18293,"Jiayi Yao, Haibo Sun, Nianwen Xue",CL,24/03/2025,"fact checking ai generated news report : can llms catch own lie ? paper , evaluate ability large language model ( llm ) to assess veracity claim news report generate other llm . goal be to determine llm can effectively fact check own content , use method similar to use to verify claim make human . finding indicate llm be more effective assess claim national international news story local news story , good evaluate static information dynamic information , good verify true claim compare to false one . hypothesize disparity arise former type claim be well represent training data . additionally , find incorporate retrieve result search engine retrieval augmented generation ( rag ) set significantly reduce number claim llm can not assess . however , approach also increase occurrence incorrect assessment , partly due to irrelevant low quality search result . diagnostic study highlight need future research fact checking machine generated report to prioritize improve precision relevance retrieved information to good support fact checking effort . furthermore , claim dynamic event local news may require human in the loop fact checking system to ensure accuracy reliability ."
https://doi.org/10.48550/arXiv.2503.18290,Paul K. Mandal,CL,24/03/2025,"when be dataset cartography ineffective ? use train dynamic do not improve robustness adversarial squad paper , i investigate effectiveness dataset cartography extractive question answer squad dataset . i begin analyze annotation artifact squad evaluate impact two adversarial datasets , addsent addonesent , electra small model . use train dynamic , i partition squad easy to learn , ambiguous , hard to learn subset . i then compare performance model train subset to train randomly select sample equal size . result show train cartography based subset do not improve generalization to squad validation set addsent adversarial set . hard to learn subset yield slightly high score addonesent dataset , overall gain be limit . finding suggest dataset cartography provide little benefit adversarial robustness squad style qa task . i conclude compare result to prior finding snli discus possible reason observed difference ."
https://doi.org/10.48550/arXiv.2503.18288,"Cheng Huang, Fan Gao, Nyima Tashi, Yutong Liu, Xiangxiang Wang, Thupten Tsering, Ban Ma-bao, Renzeg Duojie, Gadeng Luosang, Rinchen Dongrub, Dorje Tashi, Xiao Feng, Yongbin Yu",CL,24/03/2025,"sun shine : large language model tibetan culture tibetan , minority language china , feature highly intricate grammatical structure , characterize four verb tense tense system frequent irregularity , contribute to extensive inflectional diversity . recently , advance large language model ( llm ) have transform paradigm many domain . success other field , current llm often fall short cater to need domain expert tibetan , potential llm tibetan culture be under explored . intrinsic reason be immense intricate nature tibetan culture as well necessity high granularity richness knowledge . simultaneously , complexity uniqueness grammatical structure , couple status minority ethnic language , contribute to data scarcity , which remain fundamental challenge . to alleviate issue , introduce llama sunshine ( sun shine ) , first large language model tibetan culture , which be expert various tibetan language processing task . sun shine incorporate state of the art model architecture optimize tibetan linguistic feature . also propose tib stc , comprehensive dataset comprise diverse tibetan text such literature , religious script , news , conversational data , which be also first large scale dataset tibetan culture . comprehensive experiment , sun shine not only demonstrate high level knowledge expertise tibetan culture also gain preliminary embody intelligence capability tibetan language processing task , language modeling , text classification , machine translation , syntactic analysis . moreover , excel low resource scenario , showcasing strong generalization capability ."
https://doi.org/10.48550/arXiv.2503.18260,"Mahak Shah, Akaash Vishal Hazarika, Meetu Malhotra, Sachin C. Patil, Joshit Mohanty",CL,24/03/2025,"bridge emotion architecture : sentiment analysis modern distribute system sentiment analysis be field nlp that have gain importance be apply various area such ; social medium surveillance , customer feedback evaluation market research . same time , distribute system allow effective processing large amount data . therefore , paper examine how sentiment analysis converges distributed system concentrate different approach , challenge future investigation . furthermore , do extensive experiment where train sentiment analysis model use single node configuration distributed architecture to bring out benefit shortcoming method term performance accuracy ."
https://doi.org/10.48550/arXiv.2503.18253,"Tadesse Destaw Belay, Dawit Ketema Gete, Abinew Ali Ayele, Olga Kolesnikova, Grigori Sidorov, Seid Muhie Yimam",CL,24/03/2025,"enhance multi label emotion analysis corresponding intensity ethiopian language digital world , people freely express emotion use different social medium platform . result , modeling integrate emotion understanding model be vital various human computer interaction task such decision making , product customer feedback analysis , political promotion , marketing research , social medium monitoring . user express different emotion simultaneously single instance , annotate emotion multilabel set such ethioemo ( belay et , ) dataset effectively capture dynamic . additionally , incorporate intensity , degree emotion , be crucial , emotion can significantly differ expressive strength impact . intensity be significant assess further action be necessary decision making process , especially concern negative emotion application such healthcare mental health study . to enhance ethioemo dataset , include annotation intensity label emotion . furthermore , evaluate various state of the art encoder only pretrained language model ( plms ) decoder only large language model ( llm ) to provide comprehensive benchmarking ."
https://doi.org/10.48550/arXiv.2503.18250,"Jong Myoung Kim, Young-Jun_Lee, Ho-Jin Choi, Sangkeun Jung",CL,24/03/2025,"pad : towards efficient data generation transfer learn use phrase alignment transfer learning leverage abundance english data to address scarcity resource model non english language , such korean . study , explore potential phrase align data ( pad ) standardized statistical machine translation ( smt ) to enhance efficiency transfer learning . extensive experiment , demonstrate pad synergizes effectively syntactic characteristic korean language , mitigate weakness smt significantly improve model performance . moreover , reveal pad complement traditional data construction method enhances effectiveness when combine . innovative approach not only boost model performance also suggest cost efficient solution resource scarce language ."
https://doi.org/10.48550/arXiv.2503.18247,"Tadesse Destaw Belay, Israel Abebe Azime, Ibrahim Said Ahmad, Idris Abdulmumin, Abinew Ali Ayele, Shamsuddeen Hassan Muhammad, Seid Muhie Yimam",CL,24/03/2025,"afroxlmr social : adapt pre trained language model african language social medium text pretrained language model ( plms ) build various source be foundation today nlp progress . language representation learn such model achieve strong performance many task datasets vary size draw various source . explore thorough analysis domain task adaptive continual pretraining approach low resource african language promising result be show evaluated task . create afrisocial , corpus design domain adaptive finetuning that pass quality pre processing step . continual pretraining plms use afrisocial domain adaptive pretraining ( dapt ) data , consistently improve performance fine grained emotion classification task targeted language % to % macro score . likewise , use task adaptive pertaining ( tapt ) approach , further finetuning small unlabeled similar task data show promise result . example , unlabeled sentiment data ( source ) fine grained emotion classification task ( target ) improve base model result score range % to % . combine two method , dapt + tapt , achieve also good result base model . all resource will be available to improve low resource nlp task , generally , as well other similar domain task such hate speech sentiment task ."
https://doi.org/10.48550/arXiv.2503.18242,"Aneesh Vathul, Daniel Lee, Sheryl Chen, Arthi Tasmia",CL,23/03/2025,"shed hd : shannon entropy distribution framework lightweight hallucination detection edge device large language model ( llm ) have demonstrate impressive capability broad array nlp task , tendency to produce hallucination $ { } $ plausible sounding factually incorrect content $ { } $ pose severe challenge high stakes domain . exist hallucination detection method bear computational cost multiple inference pass sacrifice accuracy efficiency single pass approach , which be ideal resource constrained environment such edge device . propose shannon entropy distribution hallucination detector ( shed hd ) , novel hallucination detection framework that bridge gap classify sequence level entropy pattern use lightweight bilstm architecture single headed attention . contrast to prior approach , shed hd efficiently detect distinctive uncertainty pattern entire output sequence , preserve contextual awareness . in depth evaluation three datasets ( bioasq , triviaqa , jeopardy question ) , show shed hd significantly outperform other computationally efficient approach out of distribution setting , achieve comparable performance in distribution setting . shed hd facilitates hallucination detection that be low cost , accurate , generalizable , improve credibility content generate llm resource constrained environment where trustworthy ai functionality be crucial ."
https://doi.org/10.48550/arXiv.2503.18226,"Venkatesh Bollineni, Igor Crk, Eren Gultepe",CL,23/03/2025,"map hymn organize concept rigveda : quantitatively connect vedic suktas access gain insight rigveda pose non trivial challenge due to extremely ancient sanskrit language , poetic structure , large volume text . use nlp technique , study identify topic semantic connection hymn rigveda that be corroborate seven well known grouping hymn . suktas ( hymn ) modern english translation rigveda jamison brereton be preprocessed sukta level embeddings be obtain use , i ) novel adaptation lsa , present herein , ii ) sbert , iii ) embeddings . follow umap dimension reduction vector , network suktas be form use k near neighbour . then , community detection topic sukta network be perform louvain , leiden , label propagation method , whose statistical significance form topic be determine use appropriate null distribution . only novel adaptation lsa use leiden method , have detect sukta topic network that be significant ( z = , p < ) modularity score seven famous sukta grouping analyze ( , creation , funeral , water , etc . ) lsa derive network be successful seven case , be not significant fail to detect relevant suktas . sbert detect four famous suktas separate group , mistakenly combine three single mixed group . also , sbert network be not statistically significant ."
https://doi.org/10.48550/arXiv.2503.18212,"Kanishka Parankusham, Rodrigue Rizk, KC Santosh",CL,23/03/2025,"lakotabert : transformer based model low resource lakota language lakota , critically endanger language sioux people north america , face significant challenge due to decline fluency young generation . paper introduce lakotabert , first large language model ( llm ) tailor lakota , aim to support language revitalization effort . research have two primary objective : ( ) to create comprehensive lakota language corpus ( ) to develop customized llm lakota . compile diverse corpus sentence lakota , english , parallel text various source , such book website , emphasize cultural significance historical context lakota language . utilize roberta architecture , pre train model conduct comparative evaluation establish model such roberta , bert , multilingual bert . initial result demonstrate masked language model accuracy % single ground truth assumption , showcasing performance comparable to english based model . also evaluate model use additional metric , such precision score , to provide comprehensive assessment capability . integrate ai linguistic methodology , aspire to enhance linguistic diversity cultural resilience , set valuable precedent leverage technology revitalization other endanger indigenous language ."
https://doi.org/10.48550/arXiv.2503.18182,"Divya Patel, Vansh Parikh, Om Patel, Agam Shah, Bhaskar Chaudhury",CL,23/03/2025,"explore topic trend research literature use non negative matrix factorization work , apply topic model use non negative matrix factorization ( nmf ) open research dataset ( ) to uncover underlying thematic structure evolution extensive body research literature . factorize document term matrix two non negative matrix , effectively represent topic distribution document . help see how strongly document relate to topic how topic relate to word . describe complete methodology which involve series rigorous pre processing step to standardize available text data preserve context phrase , subsequently feature extraction use term frequency inverse document frequency ( tf idf ) , which assign weight to word base frequency rarity dataset . to ensure robustness topic model , conduct stability analysis . process assess stability score nmf topic model different number topic , enable to select optimal number topic analysis . analysis , track evolution topic time dataset . finding contribute to understanding knowledge structure research landscape , provide valuable resource future research field ."
